transcript_id,age_months,age_years,word,score
3729,49.78952339883776,4.149126949903146,matter,1
3717,47.39522372122631,3.949601976768859,hard,-1
3731,50.066736483295344,4.172228040274612,big,1
3726,49.296700137579826,4.1080583447983186,rob,-2
3726,49.296700137579826,4.1080583447983186,rich,2
3725,49.165280601244376,4.097106716770365,nice,3
3723,48.82235774861907,4.068529812384923,dead,-3
3730,49.95379781925707,4.162816484938089,like,2
3732,50.296720671882376,4.191393389323531,no,-1
3725,49.165280601244376,4.097106716770365,hiding,-1
3717,47.39522372122631,3.949601976768859,yeah,1
3717,47.39522372122631,3.949601976768859,careful,2
3722,48.52666379186431,4.043888649322025,crazy,-2
3731,50.066736483295344,4.172228040274612,pretty,1
3731,50.066736483295344,4.172228040274612,big,1
3728,49.65810386250231,4.138175321875193,yeah,1
3723,48.82235774861907,4.068529812384923,escape,-1
3725,49.165280601244376,4.097106716770365,hide,-1
3722,48.52666379186431,4.043888649322025,want,1
3723,48.82235774861907,4.068529812384923,alive,1
3725,49.165280601244376,4.097106716770365,no,-1
3732,50.296720671882376,4.191393389323531,fun,4
3730,49.95379781925707,4.162816484938089,pretend,-1
3726,49.296700137579826,4.1080583447983186,yeah,1
3726,49.296700137579826,4.1080583447983186,rob,-2
3727,49.493829442083,4.12448578684025,no,-1
3728,49.65810386250231,4.138175321875193,no,-1
3729,49.78952339883776,4.149126949903146,fire,-2
3726,49.296700137579826,4.1080583447983186,rob,-2
3727,49.493829442083,4.12448578684025,hiding,-1
3722,48.52666379186431,4.043888649322025,scared,-2
3730,49.95379781925707,4.162816484938089,pretend,-1
3727,49.493829442083,4.12448578684025,scared,-2
3733,50.428140208217826,4.202345017351486,good,3
3730,49.95379781925707,4.162816484938089,want,1
3733,50.428140208217826,4.202345017351486,wish,1
3727,49.493829442083,4.12448578684025,scared,-2
3726,49.296700137579826,4.1080583447983186,hard,-1
3726,49.296700137579826,4.1080583447983186,good,3
3727,49.493829442083,4.12448578684025,leave,-1
3730,49.95379781925707,4.162816484938089,help,2
3724,49.001006180825065,4.083417181735422,no,-1
3733,50.428140208217826,4.202345017351486,good,3
3729,49.78952339883776,4.149126949903146,no,-1
3729,49.78952339883776,4.149126949903146,save,2
3730,49.95379781925707,4.162816484938089,yeah,1
3717,47.39522372122631,3.949601976768859,big,1
3728,49.65810386250231,4.138175321875193,no,-1
3728,49.65810386250231,4.138175321875193,hard,-1
3727,49.493829442083,4.12448578684025,yeah,1
3723,48.82235774861907,4.068529812384923,pretending,-1
3727,49.493829442083,4.12448578684025,help,2
3724,49.001006180825065,4.083417181735422,sorry,-1
3726,49.296700137579826,4.1080583447983186,like,2
3731,50.066736483295344,4.172228040274612,yeah,1
3732,50.296720671882376,4.191393389323531,good,3
3723,48.82235774861907,4.068529812384923,yeah,1
3729,49.78952339883776,4.149126949903146,no,-1
3726,49.296700137579826,4.1080583447983186,yeah,1
3730,49.95379781925707,4.162816484938089,pretend,-1
3728,49.65810386250231,4.138175321875193,easy,1
3726,49.296700137579826,4.1080583447983186,yeah,1
3733,50.428140208217826,4.202345017351486,no,-1
3734,50.625269512721,4.218772459393416,good,3
3734,50.625269512721,4.218772459393416,luck,3
3731,50.066736483295344,4.172228040274612,bomb,-1
3732,50.296720671882376,4.191393389323531,yeah,1
3730,49.95379781925707,4.162816484938089,pretend,-1
3727,49.493829442083,4.12448578684025,stuck,-2
3734,50.625269512721,4.218772459393416,good,3
3734,50.625269512721,4.218772459393416,luck,3
3731,50.066736483295344,4.172228040274612,yeah,1
3728,49.65810386250231,4.138175321875193,yeah,1
3735,50.78954393314031,4.232461994428359,yeah,1
3732,50.296720671882376,4.191393389323531,no,-1
3732,50.296720671882376,4.191393389323531,save,2
3731,50.066736483295344,4.172228040274612,bomb,-1
3734,50.625269512721,4.218772459393416,yeah,1
3724,49.001006180825065,4.083417181735422,love,3
3734,50.625269512721,4.218772459393416,good,3
3729,49.78952339883776,4.149126949903146,good,3
3733,50.428140208217826,4.202345017351486,top,2
3735,50.78954393314031,4.232461994428359,yeah,1
3735,50.78954393314031,4.232461994428359,no,-1
3724,49.001006180825065,4.083417181735422,leave,-1
3736,51.03390213351403,4.252825177792836,yeah,1
3728,49.65810386250231,4.138175321875193,yeah,1
3726,49.296700137579826,4.1080583447983186,rob,-2
3727,49.493829442083,4.12448578684025,scared,-2
3728,49.65810386250231,4.138175321875193,warm,1
3736,51.03390213351403,4.252825177792836,killed,-3
3730,49.95379781925707,4.162816484938089,like,2
3736,51.03390213351403,4.252825177792836,killed,-3
3732,50.296720671882376,4.191393389323531,like,2
3724,49.001006180825065,4.083417181735422,want,1
3730,49.95379781925707,4.162816484938089,like,2
3734,50.625269512721,4.218772459393416,like,2
3731,50.066736483295344,4.172228040274612,help,2
3731,50.066736483295344,4.172228040274612,kind,2
3728,49.65810386250231,4.138175321875193,yeah,1
3734,50.625269512721,4.218772459393416,yeah,1
3724,49.001006180825065,4.083417181735422,heaven,2
3734,50.625269512721,4.218772459393416,confused,-2
3731,50.066736483295344,4.172228040274612,blocks,-1
3734,50.625269512721,4.218772459393416,like,2
3726,49.296700137579826,4.1080583447983186,no,-1
3730,49.95379781925707,4.162816484938089,yeah,1
3735,50.78954393314031,4.232461994428359,kind,2
3726,49.296700137579826,4.1080583447983186,no,-1
3724,49.001006180825065,4.083417181735422,yeah,1
3729,49.78952339883776,4.149126949903146,silly,-1
3735,50.78954393314031,4.232461994428359,kind,2
3727,49.493829442083,4.12448578684025,scared,-2
3736,51.03390213351403,4.252825177792836,want,1
3728,49.65810386250231,4.138175321875193,good,3
3729,49.78952339883776,4.149126949903146,yeah,1
3729,49.78952339883776,4.149126949903146,no,-1
3731,50.066736483295344,4.172228040274612,help,2
3730,49.95379781925707,4.162816484938089,no,-1
3729,49.78952339883776,4.149126949903146,like,2
3727,49.493829442083,4.12448578684025,scared,-2
3732,50.296720671882376,4.191393389323531,died,-3
3733,50.428140208217826,4.202345017351486,wrong,-2
3732,50.296720671882376,4.191393389323531,died,-3
3729,49.78952339883776,4.149126949903146,stop,-1
3736,51.03390213351403,4.252825177792836,yeah,1
3736,51.03390213351403,4.252825177792836,big,1
3730,49.95379781925707,4.162816484938089,liked,2
3727,49.493829442083,4.12448578684025,no,-1
3727,49.493829442083,4.12448578684025,scared,-2
3727,49.493829442083,4.12448578684025,afraid,-2
3734,50.625269512721,4.218772459393416,yeah,1
3732,50.296720671882376,4.191393389323531,true,2
3735,50.78954393314031,4.232461994428359,want,1
3732,50.296720671882376,4.191393389323531,die,-3
3728,49.65810386250231,4.138175321875193,scared,-2
3727,49.493829442083,4.12448578684025,no,-1
3727,49.493829442083,4.12448578684025,afraid,-2
3735,50.78954393314031,4.232461994428359,yeah,1
3735,50.78954393314031,4.232461994428359,bad,-3
3735,50.78954393314031,4.232461994428359,sore,-1
3738,51.362450974352654,4.280204247862721,hide,-1
3731,50.066736483295344,4.172228040274612,yeah,1
3727,49.493829442083,4.12448578684025,hard,-1
3731,50.066736483295344,4.172228040274612,hope,2
3727,49.493829442083,4.12448578684025,weird,-2
3731,50.066736483295344,4.172228040274612,thanks,2
3737,51.231031438017204,4.269252619834767,top,2
3731,50.066736483295344,4.172228040274612,bomb,-1
3737,51.231031438017204,4.269252619834767,top,2
3728,49.65810386250231,4.138175321875193,yeah,1
3729,49.78952339883776,4.149126949903146,won,3
3730,49.95379781925707,4.162816484938089,pretending,-1
3738,51.362450974352654,4.280204247862721,wish,1
3731,50.066736483295344,4.172228040274612,thanks,2
3734,50.625269512721,4.218772459393416,confused,-2
3738,51.362450974352654,4.280204247862721,like,2
3734,50.625269512721,4.218772459393416,confused,-2
3731,50.066736483295344,4.172228040274612,pretending,-1
3730,49.95379781925707,4.162816484938089,wow,4
3730,49.95379781925707,4.162816484938089,pretend,-1
3733,50.428140208217826,4.202345017351486,no,-1
3740,51.690999815191276,4.307583317932607,no,-1
3731,50.066736483295344,4.172228040274612,thanks,2
3737,51.231031438017204,4.269252619834767,top,2
3734,50.625269512721,4.218772459393416,like,2
3733,50.428140208217826,4.202345017351486,no,-1
3731,50.066736483295344,4.172228040274612,yeah,1
3729,49.78952339883776,4.149126949903146,win,4
3734,50.625269512721,4.218772459393416,like,2
3738,51.362450974352654,4.280204247862721,want,1
3737,51.231031438017204,4.269252619834767,like,2
3729,49.78952339883776,4.149126949903146,wins,4
3733,50.428140208217826,4.202345017351486,save,2
3731,50.066736483295344,4.172228040274612,kind,2
3736,51.03390213351403,4.252825177792836,no,-1
3734,50.625269512721,4.218772459393416,yeah,1
3735,50.78954393314031,4.232461994428359,help,2
3735,50.78954393314031,4.232461994428359,sweet,2
3729,49.78952339883776,4.149126949903146,win,4
3740,51.690999815191276,4.307583317932607,no,-1
3740,51.690999815191276,4.307583317932607,frightening,-3
3724,49.001006180825065,4.083417181735422,want,1
3724,49.001006180825065,4.083417181735422,choke,-2
3738,51.362450974352654,4.280204247862721,want,1
3731,50.066736483295344,4.172228040274612,kind,2
3729,49.78952339883776,4.149126949903146,won,3
3727,49.493829442083,4.12448578684025,silly,-1
3733,50.428140208217826,4.202345017351486,save,2
3729,49.78952339883776,4.149126949903146,win,4
3735,50.78954393314031,4.232461994428359,helps,2
3729,49.78952339883776,4.149126949903146,yeah,1
3736,51.03390213351403,4.252825177792836,like,2
3729,49.78952339883776,4.149126949903146,kind,2
3731,50.066736483295344,4.172228040274612,kind,2
3733,50.428140208217826,4.202345017351486,cutting,-1
3735,50.78954393314031,4.232461994428359,kind,2
3729,49.78952339883776,4.149126949903146,kind,2
3729,49.78952339883776,4.149126949903146,hard,-1
3727,49.493829442083,4.12448578684025,yeah,1
3739,51.493870510688105,4.291155875890675,hurt,-2
3739,51.493870510688105,4.291155875890675,bad,-3
3729,49.78952339883776,4.149126949903146,trouble,-2
3738,51.362450974352654,4.280204247862721,win,4
3729,49.78952339883776,4.149126949903146,yeah,1
3731,50.066736483295344,4.172228040274612,big,1
3738,51.362450974352654,4.280204247862721,no,-1
3730,49.95379781925707,4.162816484938089,no,-1
3727,49.493829442083,4.12448578684025,yeah,1
3727,49.493829442083,4.12448578684025,good,3
3729,49.78952339883776,4.149126949903146,no,-1
3734,50.625269512721,4.218772459393416,yeah,1
3739,51.493870510688105,4.291155875890675,yeah,1
3732,50.296720671882376,4.191393389323531,yeah,1
3724,49.001006180825065,4.083417181735422,confused,-2
3731,50.066736483295344,4.172228040274612,fine,2
3729,49.78952339883776,4.149126949903146,won,3
3733,50.428140208217826,4.202345017351486,drown,-2
3733,50.428140208217826,4.202345017351486,drown,-2
3738,51.362450974352654,4.280204247862721,wreck,-2
3732,50.296720671882376,4.191393389323531,yeah,1
3734,50.625269512721,4.218772459393416,yeah,1
3731,50.066736483295344,4.172228040274612,want,1
3738,51.362450974352654,4.280204247862721,wreck,-2
3729,49.78952339883776,4.149126949903146,kind,2
3729,49.78952339883776,4.149126949903146,wins,4
3730,49.95379781925707,4.162816484938089,ghost,-1
3738,51.362450974352654,4.280204247862721,win,4
3739,51.493870510688105,4.291155875890675,helping,2
3737,51.231031438017204,4.269252619834767,no,-1
3740,51.690999815191276,4.307583317932607,no,-1
3731,50.066736483295344,4.172228040274612,like,2
3735,50.78954393314031,4.232461994428359,want,1
3737,51.231031438017204,4.269252619834767,frowning,-1
3729,49.78952339883776,4.149126949903146,won,3
3731,50.066736483295344,4.172228040274612,want,1
3733,50.428140208217826,4.202345017351486,no,-1
3733,50.428140208217826,4.202345017351486,drown,-2
3735,50.78954393314031,4.232461994428359,yeah,1
3735,50.78954393314031,4.232461994428359,want,1
3731,50.066736483295344,4.172228040274612,kind,2
3731,50.066736483295344,4.172228040274612,like,2
3734,50.625269512721,4.218772459393416,pretending,-1
3731,50.066736483295344,4.172228040274612,like,2
3732,50.296720671882376,4.191393389323531,yeah,1
3739,51.493870510688105,4.291155875890675,no,-1
3735,50.78954393314031,4.232461994428359,thanks,2
3739,51.493870510688105,4.291155875890675,falling,-1
3739,51.493870510688105,4.291155875890675,dump,-1
3735,50.78954393314031,4.232461994428359,no,-1
3736,51.03390213351403,4.252825177792836,nice,3
3740,51.690999815191276,4.307583317932607,better,2
3740,51.690999815191276,4.307583317932607,good,3
3732,50.296720671882376,4.191393389323531,no,-1
3741,52.03392266781659,4.336160222318049,yeah,1
3744,53.09965297028686,4.4249710808572384,no,-1
3732,50.296720671882376,4.191393389323531,good,3
3734,50.625269512721,4.218772459393416,better,2
3737,51.231031438017204,4.269252619834767,want,1
3731,50.066736483295344,4.172228040274612,like,2
3738,51.362450974352654,4.280204247862721,careful,2
3732,50.296720671882376,4.191393389323531,good,3
3744,53.09965297028686,4.4249710808572384,want,1
3733,50.428140208217826,4.202345017351486,yeah,1
3736,51.03390213351403,4.252825177792836,hard,-1
3738,51.362450974352654,4.280204247862721,no,-1
3734,50.625269512721,4.218772459393416,yeah,1
3732,50.296720671882376,4.191393389323531,good,3
3738,51.362450974352654,4.280204247862721,pretending,-1
3744,53.09965297028686,4.4249710808572384,like,2
3736,51.03390213351403,4.252825177792836,big,1
3731,50.066736483295344,4.172228040274612,yeah,1
3743,52.691020349493826,4.3909183624578185,missed,-2
3737,51.231031438017204,4.269252619834767,like,2
3739,51.493870510688105,4.291155875890675,yeah,1
3731,50.066736483295344,4.172228040274612,want,1
3731,50.066736483295344,4.172228040274612,like,2
3731,50.066736483295344,4.172228040274612,like,2
3743,52.691020349493826,4.3909183624578185,yeah,1
3740,51.690999815191276,4.307583317932607,yeah,1
3738,51.362450974352654,4.280204247862721,glad,3
3741,52.03392266781659,4.336160222318049,yeah,1
3737,51.231031438017204,4.269252619834767,win,4
3739,51.493870510688105,4.291155875890675,no,-1
3745,53.461056695209344,4.455088057934112,yeah,1
3742,52.13248732006817,4.344373943339014,yeah,1
3730,49.95379781925707,4.162816484938089,no,-1
3730,49.95379781925707,4.162816484938089,good,3
3745,53.461056695209344,4.455088057934112,yeah,1
3743,52.691020349493826,4.3909183624578185,no,-1
3734,50.625269512721,4.218772459393416,helping,2
3737,51.231031438017204,4.269252619834767,no,-1
3737,51.231031438017204,4.269252619834767,win,4
3731,50.066736483295344,4.172228040274612,like,2
3734,50.625269512721,4.218772459393416,help,2
3730,49.95379781925707,4.162816484938089,growing,1
3732,50.296720671882376,4.191393389323531,yeah,1
3737,51.231031438017204,4.269252619834767,easy,1
3736,51.03390213351403,4.252825177792836,yeah,1
3745,53.461056695209344,4.455088057934112,yeah,1
3740,51.690999815191276,4.307583317932607,yeah,1
3744,53.09965297028686,4.4249710808572384,yeah,1
3744,53.09965297028686,4.4249710808572384,good,3
3730,49.95379781925707,4.162816484938089,want,1
3735,50.78954393314031,4.232461994428359,want,1
3732,50.296720671882376,4.191393389323531,good,3
3730,49.95379781925707,4.162816484938089,want,1
3732,50.296720671882376,4.191393389323531,love,3
3745,53.461056695209344,4.455088057934112,no,-1
3732,50.296720671882376,4.191393389323531,good,3
3730,49.95379781925707,4.162816484938089,no,-1
3738,51.362450974352654,4.280204247862721,good,3
3744,53.09965297028686,4.4249710808572384,yeah,1
3744,53.09965297028686,4.4249710808572384,no,-1
3745,53.461056695209344,4.455088057934112,no,-1
3743,52.691020349493826,4.3909183624578185,like,2
3734,50.625269512721,4.218772459393416,yeah,1
3746,53.65818599971252,4.471515499976044,thanks,2
3731,50.066736483295344,4.172228040274612,want,1
3737,51.231031438017204,4.269252619834767,want,1
3745,53.461056695209344,4.455088057934112,yeah,1
3734,50.625269512721,4.218772459393416,good,3
3735,50.78954393314031,4.232461994428359,silly,-1
3732,50.296720671882376,4.191393389323531,good,3
3743,52.691020349493826,4.3909183624578185,no,-1
3735,50.78954393314031,4.232461994428359,silly,-1
3735,50.78954393314031,4.232461994428359,tired,-2
3747,53.921025072383415,4.493418756031951,no,-1
3738,51.362450974352654,4.280204247862721,yeah,1
3742,52.13248732006817,4.344373943339014,yeah,1
3735,50.78954393314031,4.232461994428359,yeah,1
3745,53.461056695209344,4.455088057934112,yeah,1
3736,51.03390213351403,4.252825177792836,kind,2
3736,51.03390213351403,4.252825177792836,like,2
3734,50.625269512721,4.218772459393416,nice,3
3747,53.921025072383415,4.493418756031951,pretending,-1
3745,53.461056695209344,4.455088057934112,die,-3
3740,51.690999815191276,4.307583317932607,yeah,1
3732,50.296720671882376,4.191393389323531,yeah,1
3734,50.625269512721,4.218772459393416,nice,3
3745,53.461056695209344,4.455088057934112,god,1
3733,50.428140208217826,4.202345017351486,yeah,1
3733,50.428140208217826,4.202345017351486,fit,1
3732,50.296720671882376,4.191393389323531,kind,2
3733,50.428140208217826,4.202345017351486,help,2
3743,52.691020349493826,4.3909183624578185,yeah,1
3743,52.691020349493826,4.3909183624578185,big,1
3738,51.362450974352654,4.280204247862721,no,-1
3740,51.690999815191276,4.307583317932607,wish,1
3732,50.296720671882376,4.191393389323531,best,3
3732,50.296720671882376,4.191393389323531,kind,2
3744,53.09965297028686,4.4249710808572384,good,3
3743,52.691020349493826,4.3909183624578185,big,1
3739,51.493870510688105,4.291155875890675,like,2
3737,51.231031438017204,4.269252619834767,cut,-1
3745,53.461056695209344,4.455088057934112,yeah,1
3742,52.13248732006817,4.344373943339014,yeah,1
3740,51.690999815191276,4.307583317932607,like,2
3740,51.690999815191276,4.307583317932607,better,2
3735,50.78954393314031,4.232461994428359,silly,-1
3742,52.13248732006817,4.344373943339014,like,2
3744,53.09965297028686,4.4249710808572384,thanks,2
3730,49.95379781925707,4.162816484938089,yeah,1
3732,50.296720671882376,4.191393389323531,yeah,1
3742,52.13248732006817,4.344373943339014,like,2
3740,51.690999815191276,4.307583317932607,want,1
3732,50.296720671882376,4.191393389323531,good,3
3735,50.78954393314031,4.232461994428359,hard,-1
3734,50.625269512721,4.218772459393416,no,-1
3734,50.625269512721,4.218772459393416,like,2
3732,50.296720671882376,4.191393389323531,no,-1
3733,50.428140208217826,4.202345017351486,no,-1
3730,49.95379781925707,4.162816484938089,no,-1
3740,51.690999815191276,4.307583317932607,want,1
3743,52.691020349493826,4.3909183624578185,yeah,1
3746,53.65818599971252,4.471515499976044,like,2
3737,51.231031438017204,4.269252619834767,no,-1
3745,53.461056695209344,4.455088057934112,stop,-1
3746,53.65818599971252,4.471515499976044,like,2
3744,53.09965297028686,4.4249710808572384,no,-1
3744,53.09965297028686,4.4249710808572384,forget,-1
3742,52.13248732006817,4.344373943339014,yeah,1
3734,50.625269512721,4.218772459393416,yeah,1
3737,51.231031438017204,4.269252619834767,won,3
3736,51.03390213351403,4.252825177792836,big,1
3738,51.362450974352654,4.280204247862721,stop,-1
3738,51.362450974352654,4.280204247862721,stop,-1
3745,53.461056695209344,4.455088057934112,yeah,1
3745,53.461056695209344,4.455088057934112,hope,2
3740,51.690999815191276,4.307583317932607,like,2
3732,50.296720671882376,4.191393389323531,good,3
3736,51.03390213351403,4.252825177792836,no,-1
3737,51.231031438017204,4.269252619834767,win,4
3745,53.461056695209344,4.455088057934112,kind,2
3740,51.690999815191276,4.307583317932607,yeah,1
3741,52.03392266781659,4.336160222318049,tricked,-2
3738,51.362450974352654,4.280204247862721,yeah,1
3743,52.691020349493826,4.3909183624578185,wish,1
3746,53.65818599971252,4.471515499976044,good,3
3740,51.690999815191276,4.307583317932607,bad,-3
3735,50.78954393314031,4.232461994428359,pretty,1
3735,50.78954393314031,4.232461994428359,fine,2
3730,49.95379781925707,4.162816484938089,no,-1
3741,52.03392266781659,4.336160222318049,yeah,1
3741,52.03392266781659,4.336160222318049,tricked,-2
3741,52.03392266781659,4.336160222318049,tricked,-2
3730,49.95379781925707,4.162816484938089,silly,-1
3734,50.625269512721,4.218772459393416,yeah,1
3744,53.09965297028686,4.4249710808572384,good,3
3737,51.231031438017204,4.269252619834767,wish,1
3732,50.296720671882376,4.191393389323531,good,3
3732,50.296720671882376,4.191393389323531,want,1
3743,52.691020349493826,4.3909183624578185,yeah,1
3743,52.691020349493826,4.3909183624578185,pretty,1
3743,52.691020349493826,4.3909183624578185,tired,-2
3741,52.03392266781659,4.336160222318049,no,-1
3739,51.493870510688105,4.291155875890675,no,-1
3745,53.461056695209344,4.455088057934112,no,-1
3738,51.362450974352654,4.280204247862721,no,-1
3736,51.03390213351403,4.252825177792836,yeah,1
3737,51.231031438017204,4.269252619834767,yeah,1
3730,49.95379781925707,4.162816484938089,lost,-3
3743,52.691020349493826,4.3909183624578185,good,3
3734,50.625269512721,4.218772459393416,yeah,1
3734,50.625269512721,4.218772459393416,empty,-1
3737,51.231031438017204,4.269252619834767,yeah,1
3739,51.493870510688105,4.291155875890675,hurt,-2
3732,50.296720671882376,4.191393389323531,want,1
3747,53.921025072383415,4.493418756031951,no,-1
3741,52.03392266781659,4.336160222318049,yeah,1
3738,51.362450974352654,4.280204247862721,good,3
3737,51.231031438017204,4.269252619834767,kind,2
3737,51.231031438017204,4.269252619834767,like,2
3730,49.95379781925707,4.162816484938089,want,1
3730,49.95379781925707,4.162816484938089,want,1
3730,49.95379781925707,4.162816484938089,miss,-2
3748,54.03396373642169,4.5028303113684744,yeah,1
3746,53.65818599971252,4.471515499976044,yeah,1
3732,50.296720671882376,4.191393389323531,good,3
3745,53.461056695209344,4.455088057934112,gun,-1
3737,51.231031438017204,4.269252619834767,yeah,1
3746,53.65818599971252,4.471515499976044,like,2
3746,53.65818599971252,4.471515499976044,kind,2
3737,51.231031438017204,4.269252619834767,no,-1
3735,50.78954393314031,4.232461994428359,want,1
3743,52.691020349493826,4.3909183624578185,yeah,1
